BUSBY2020_abh9	BUSBY2020	Asia	Western_Asia	Abkhazia	Abkhasian	Microarray
1000G_HG01492	1000G	America	Admixed_America	Colombia	Colombian	Whole_genome_sequencing
1000G_HG01493	1000G	America	Admixed_America	Colombia	Colombian	Whole_genome_sequencing
1000G_HG01494	1000G	America	Admixed_America	Colombia	Colombian	Whole_genome_sequencing
1000G_HG01495	1000G	America	Admixed_America	Colombia	Colombian	Whole_genome_sequencing
1000G_HG01496	1000G	America	Admixed_America	Colombia	Colombian	Whole_genome_sequencing
1000G_HG01497	1000G	America	Admixed_America	Colombia	Colombian	Whole_genome_sequencing
1000G_HG01498	1000G	America	Admixed_America	Colombia	Colombian	Whole_genome_sequencing
1000G_HG01499	1000G	America	Admixed_America	Colombia	Colombian	Whole_genome_sequencing
1000G_HG01500	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01501	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01502	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01503	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01504	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01505	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01506	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01507	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01508	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01509	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01510	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01511	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01512	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01513	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01514	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01515	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01516	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01517	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01518	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01519	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01520	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01521	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01522	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01523	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01524	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01525	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01526	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01527	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01528	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01529	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01530	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01531	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01532	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01536	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01537	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01538	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01550	1000G	America	Admixed_America	Colombia	Colombian	Whole_genome_sequencing
1000G_HG01551	1000G	America	Admixed_America	Colombia	Colombian	Whole_genome_sequencing
1000G_HG01552	1000G	America	Admixed_America	Colombia	Colombian	Whole_genome_sequencing
1000G_HG01556	1000G	America	Admixed_America	Colombia	Colombian	Whole_genome_sequencing
1000G_HG01565	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01566	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01567	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01571	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01572	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01573	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01577	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01578	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01579	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01583	1000G	Asia	Middle_East	Pakistan	Punjabi	Whole_genome_sequencing
1000G_HG01586	1000G	Asia	Middle_East	Pakistan	Punjabi	Whole_genome_sequencing
1000G_HG01589	1000G	Asia	Middle_East	Pakistan	Punjabi	Whole_genome_sequencing
1000G_HG01590	1000G	Asia	Middle_East	Pakistan	Punjabi	Whole_genome_sequencing
1000G_HG01593	1000G	Asia	Middle_East	Pakistan	Punjabi	Whole_genome_sequencing
1000G_HG01594	1000G	Asia	Middle_East	Pakistan	Punjabi	Whole_genome_sequencing
1000G_HG01595	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01596	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01597	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01598	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01599	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01600	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01601	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01602	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01603	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01604	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01605	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01606	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01607	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01608	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01609	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01610	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01611	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01612	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01613	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01614	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01615	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01616	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01617	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01618	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01619	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01620	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01621	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01622	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01623	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01624	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01625	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01626	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01627	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01628	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01629	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01630	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01631	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01632	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01633	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01667	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01668	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01669	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01670	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01671	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01672	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01673	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01674	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01675	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01676	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01677	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01678	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01679	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01680	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01681	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01682	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01683	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01684	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01685	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01686	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01687	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01694	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01695	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01696	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01697	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01698	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01699	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01700	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01701	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01702	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01703	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01704	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01705	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01706	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01707	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01708	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01709	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01710	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01711	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01746	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01747	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01748	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01755	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01756	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01757	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01761	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01762	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01763	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01764	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01765	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01766	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01767	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01768	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01769	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01770	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01771	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01772	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01773	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01774	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01775	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01776	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01777	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01778	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01779	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01780	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01781	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01782	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01783	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01784	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01785	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01786	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01787	1000G	Europe	South_Europe	Spain	Iberian_Spain	Whole_genome_sequencing
1000G_HG01789	1000G	Europe	North_Europe	England_and_Scotland	British	Whole_genome_sequencing
1000G_HG01790	1000G	Europe	North_Europe	England_and_Scotland	British	Whole_genome_sequencing
1000G_HG01791	1000G	Europe	North_Europe	England_and_Scotland	British	Whole_genome_sequencing
1000G_HG01794	1000G	Asia	East_Asia	China	Dai	Whole_genome_sequencing
1000G_HG01795	1000G	Asia	East_Asia	China	Dai	Whole_genome_sequencing
1000G_HG01796	1000G	Asia	East_Asia	China	Dai	Whole_genome_sequencing
1000G_HG01797	1000G	Asia	East_Asia	China	Dai	Whole_genome_sequencing
1000G_HG01798	1000G	Asia	East_Asia	China	Dai	Whole_genome_sequencing
1000G_HG01799	1000G	Asia	East_Asia	China	Dai	Whole_genome_sequencing
1000G_HG01800	1000G	Asia	East_Asia	China	Dai	Whole_genome_sequencing
1000G_HG01801	1000G	Asia	East_Asia	China	Dai	Whole_genome_sequencing
1000G_HG01802	1000G	Asia	East_Asia	China	Dai	Whole_genome_sequencing
1000G_HG01804	1000G	Asia	East_Asia	China	Dai	Whole_genome_sequencing
1000G_HG01805	1000G	Asia	East_Asia	China	Dai	Whole_genome_sequencing
1000G_HG01806	1000G	Asia	East_Asia	China	Dai	Whole_genome_sequencing
1000G_HG01807	1000G	Asia	East_Asia	China	Dai	Whole_genome_sequencing
1000G_HG01808	1000G	Asia	East_Asia	China	Dai	Whole_genome_sequencing
1000G_HG01809	1000G	Asia	East_Asia	China	Dai	Whole_genome_sequencing
1000G_HG01810	1000G	Asia	East_Asia	China	Dai	Whole_genome_sequencing
1000G_HG01811	1000G	Asia	East_Asia	China	Dai	Whole_genome_sequencing
1000G_HG01812	1000G	Asia	East_Asia	China	Dai	Whole_genome_sequencing
1000G_HG01813	1000G	Asia	East_Asia	China	Dai	Whole_genome_sequencing
1000G_HG01815	1000G	Asia	East_Asia	China	Dai	Whole_genome_sequencing
1000G_HG01816	1000G	Asia	East_Asia	China	Dai	Whole_genome_sequencing
1000G_HG01817	1000G	Asia	East_Asia	China	Dai	Whole_genome_sequencing
1000G_HG01840	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01841	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01842	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01843	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01844	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01845	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01846	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01847	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01848	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01849	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01850	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01851	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01852	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01853	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01855	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01857	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01858	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01859	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01860	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01861	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01862	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01863	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01864	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01865	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01866	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01867	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01868	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01869	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01870	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01871	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01872	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01873	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01874	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01878	1000G	Asia	East_Asia	Vietnam	Kinh	Whole_genome_sequencing
1000G_HG01879	1000G	Africa	Admixed_Africa	Barbados	Admixed_African_Caribbean	Whole_genome_sequencing
1000G_HG01880	1000G	Africa	Admixed_Africa	Barbados	Admixed_African_Caribbean	Whole_genome_sequencing
1000G_HG01881	1000G	Africa	Admixed_Africa	Barbados	Admixed_African_Caribbean	Whole_genome_sequencing
1000G_HG01882	1000G	Africa	Admixed_Africa	Barbados	Admixed_African_Caribbean	Whole_genome_sequencing
1000G_HG01883	1000G	Africa	Admixed_Africa	Barbados	Admixed_African_Caribbean	Whole_genome_sequencing
1000G_HG01884	1000G	Africa	Admixed_Africa	Barbados	Admixed_African_Caribbean	Whole_genome_sequencing
1000G_HG01885	1000G	Africa	Admixed_Africa	Barbados	Admixed_African_Caribbean	Whole_genome_sequencing
1000G_HG01886	1000G	Africa	Admixed_Africa	Barbados	Admixed_African_Caribbean	Whole_genome_sequencing
1000G_HG01887	1000G	Africa	Admixed_Africa	Barbados	Admixed_African_Caribbean	Whole_genome_sequencing
1000G_HG01888	1000G	Africa	Admixed_Africa	Barbados	Admixed_African_Caribbean	Whole_genome_sequencing
1000G_HG01889	1000G	Africa	Admixed_Africa	Barbados	Admixed_African_Caribbean	Whole_genome_sequencing
1000G_HG01890	1000G	Africa	Admixed_Africa	Barbados	Admixed_African_Caribbean	Whole_genome_sequencing
1000G_HG01891	1000G	Africa	Admixed_Africa	Barbados	Admixed_African_Caribbean	Whole_genome_sequencing
1000G_HG01892	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01893	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01894	1000G	Africa	Admixed_Africa	Barbados	Admixed_African_Caribbean	Whole_genome_sequencing
1000G_HG01895	1000G	Africa	Admixed_Africa	Barbados	Admixed_African_Caribbean	Whole_genome_sequencing
1000G_HG01896	1000G	Africa	Admixed_Africa	Barbados	Admixed_African_Caribbean	Whole_genome_sequencing
1000G_HG01897	1000G	Africa	Admixed_Africa	Barbados	Admixed_African_Caribbean	Whole_genome_sequencing
1000G_HG01898	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01912	1000G	Africa	Admixed_Africa	Barbados	Admixed_African_Caribbean	Whole_genome_sequencing
1000G_HG01914	1000G	Africa	Admixed_Africa	Barbados	Admixed_African_Caribbean	Whole_genome_sequencing
1000G_HG01915	1000G	Africa	Admixed_Africa	Barbados	Admixed_African_Caribbean	Whole_genome_sequencing
1000G_HG01916	1000G	Africa	Admixed_Africa	Barbados	Admixed_African_Caribbean	Whole_genome_sequencing
1000G_HG01917	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01918	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01919	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01920	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01921	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01922	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01923	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01924	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01925	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01926	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01927	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01928	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01932	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01933	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01934	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01935	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01936	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01937	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01938	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01939	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01940	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01941	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01942	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01943	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01944	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01945	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01946	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01947	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01948	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01949	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01950	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01951	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01952	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01953	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01954	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01955	1000G	America	Admixed_America	Peru	Peruvian	Whole_genome_sequencing
1000G_HG01956	1000G	Africa	Admixed_Africa	Barbados	Admixed_African_Caribbean	Whole_genome_sequencing
1000G_HG01958	1000G	Africa	Admixed_Africa	Barbados	Admixed_African_Caribbean	Whole_genome_sequencing
1000G_HG01959	1000G	Africa	Admixed_Africa	Barbados	Admixed_African_Caribbean	Whole_genome_sequencing
